"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","response","present","setSize","conjuction","task","correct","stimulus"
"[{""page_index"":0,""viewing_time"":42463},{""page_index"":1,""viewing_time"":4998}]","47461","instructions","0","47460","0.0-0.0","","","","","","",""
"","4872","canvas-keyboard-response","1","52833","0.0-1.0-0.0","j","false","30","false","response","true",""
"","null","html-keyboard-response","2","54335","0.0-1.0-1.0","null","","","","","","Correct!<br><br><b>Work faster!</b>"
"","1260","canvas-keyboard-response","3","56097","0.0-1.0-0.1","j","false","20","true","response","true",""
"","null","html-keyboard-response","4","57598","0.0-1.0-1.1","null","","","","","","Correct!"
"","734","canvas-keyboard-response","5","58833","0.0-1.0-0.2","f","true","40","false","response","true",""
"","null","html-keyboard-response","6","60335","0.0-1.0-1.2","null","","","","","","Correct!"
"","2710","canvas-keyboard-response","7","63546","0.0-1.0-0.3","j","false","30","true","response","true",""
"","null","html-keyboard-response","8","65048","0.0-1.0-1.3","null","","","","","","Correct!<br><br><b>Work faster!</b>"
"","845","canvas-keyboard-response","9","66394","0.0-1.0-0.4","f","true","10","true","response","true",""
"","null","html-keyboard-response","10","67897","0.0-1.0-1.4","null","","","","","","Correct!"
"","947","canvas-keyboard-response","11","69346","0.0-1.0-0.5","j","false","10","false","response","true",""
"","null","html-keyboard-response","12","70849","0.0-1.0-1.5","null","","","","","","Correct!"
"","1884","canvas-keyboard-response","13","73235","0.0-1.0-0.6","f","true","40","true","response","true",""
"","null","html-keyboard-response","14","74737","0.0-1.0-1.6","null","","","","","","Correct!"
"","1877","canvas-keyboard-response","15","77115","0.0-1.0-0.7","j","false","30","true","response","true",""
"","null","html-keyboard-response","16","78617","0.0-1.0-1.7","null","","","","","","Correct!"
"","877","canvas-keyboard-response","17","79995","0.0-1.0-0.8","f","true","10","false","response","true",""
"","null","html-keyboard-response","18","81497","0.0-1.0-1.8","null","","","","","","Correct!"
"","797","canvas-keyboard-response","19","82795","0.0-1.0-0.9","j","false","10","true","response","true",""
"","null","html-keyboard-response","20","84297","0.0-1.0-1.9","null","","","","","","Correct!"
"","2230","canvas-keyboard-response","21","87028","0.0-1.0-0.10","j","false","20","false","response","true",""
"","null","html-keyboard-response","22","88530","0.0-1.0-1.10","null","","","","","","Correct!<br><br><b>Work faster!</b>"
"","1301","canvas-keyboard-response","23","90332","0.0-1.0-0.11","j","false","40","false","response","true",""
"","null","html-keyboard-response","24","91834","0.0-1.0-1.11","null","","","","","","Correct!"
"","1365","canvas-keyboard-response","25","93700","0.0-1.0-0.12","j","false","30","false","response","true",""
"","null","html-keyboard-response","26","95202","0.0-1.0-1.12","null","","","","","","Correct!"
"","1676","canvas-keyboard-response","27","97380","0.0-1.0-0.13","j","false","20","true","response","true",""
"","null","html-keyboard-response","28","98882","0.0-1.0-1.13","null","","","","","","Correct!"
"","949","canvas-keyboard-response","29","100333","0.0-1.0-0.14","j","false","10","false","response","true",""
"","null","html-keyboard-response","30","101834","0.0-1.0-1.14","null","","","","","","Correct!"
"","726","canvas-keyboard-response","31","103061","0.0-1.0-0.15","j","false","10","true","response","true",""
"","null","html-keyboard-response","32","104562","0.0-1.0-1.15","null","","","","","","Correct!"
"","669","canvas-keyboard-response","33","105733","0.0-1.0-0.16","j","false","10","false","response","true",""
"","null","html-keyboard-response","34","107237","0.0-1.0-1.16","null","","","","","","Correct!"
"","907","canvas-keyboard-response","35","108646","0.0-1.0-0.17","j","false","10","true","response","true",""
"","null","html-keyboard-response","36","110148","0.0-1.0-1.17","null","","","","","","Correct!"
"","861","canvas-keyboard-response","37","111510","0.0-1.0-0.18","j","false","20","false","response","true",""
"","null","html-keyboard-response","38","113012","0.0-1.0-1.18","null","","","","","","Correct!"
"","678","canvas-keyboard-response","39","114191","0.0-1.0-0.19","j","false","10","true","response","true",""
"","null","html-keyboard-response","40","115694","0.0-1.0-1.19","null","","","","","","Correct!"
"","1586","canvas-keyboard-response","41","117783","0.0-1.0-0.20","j","false","30","true","response","true",""
"","null","html-keyboard-response","42","119284","0.0-1.0-1.20","null","","","","","","Correct!"
"","1885","canvas-keyboard-response","43","121671","0.0-1.0-0.21","f","true","30","false","response","true",""
"","null","html-keyboard-response","44","123173","0.0-1.0-1.21","null","","","","","","Correct!"
"","2302","canvas-keyboard-response","45","125976","0.0-1.0-0.22","j","false","40","true","response","true",""
"","null","html-keyboard-response","46","127477","0.0-1.0-1.22","null","","","","","","Correct!<br><br><b>Work faster!</b>"
"","789","canvas-keyboard-response","47","128768","0.0-1.0-0.23","f","true","30","false","response","true",""
"","null","html-keyboard-response","48","130272","0.0-1.0-1.23","null","","","","","","Correct!"
"","699","canvas-keyboard-response","49","131472","0.0-1.0-0.24","j","false","10","true","response","true",""
"","null","html-keyboard-response","50","132974","0.0-1.0-1.24","null","","","","","","Correct!"
"","965","canvas-keyboard-response","51","134440","0.0-1.0-0.25","f","true","10","true","response","true",""
"","null","html-keyboard-response","52","135943","0.0-1.0-1.25","null","","","","","","Correct!"
"","1189","canvas-keyboard-response","53","137633","0.0-1.0-0.26","j","false","30","false","response","true",""
"","null","html-keyboard-response","54","139134","0.0-1.0-1.26","null","","","","","","Correct!"
"","854","canvas-keyboard-response","55","140489","0.0-1.0-0.27","f","true","10","false","response","true",""
"","null","html-keyboard-response","56","141991","0.0-1.0-1.27","null","","","","","","Correct!"
"","1981","canvas-keyboard-response","57","144474","0.0-1.0-0.28","f","true","40","true","response","true",""
"","null","html-keyboard-response","58","145975","0.0-1.0-1.28","null","","","","","","Correct!"
"","2062","canvas-keyboard-response","59","148538","0.0-1.0-0.29","j","false","40","true","response","true",""
"","null","html-keyboard-response","60","150040","0.0-1.0-1.29","null","","","","","","Correct!<br><br><b>Work faster!</b>"
"","796","canvas-keyboard-response","61","151338","0.0-1.0-0.30","f","true","30","false","response","true",""
"","null","html-keyboard-response","62","152841","0.0-1.0-1.30","null","","","","","","Correct!"
"","650","canvas-keyboard-response","63","153994","0.0-1.0-0.31","f","true","30","false","response","true",""
"","null","html-keyboard-response","64","155496","0.0-1.0-1.31","null","","","","","","Correct!"
"","2902","canvas-keyboard-response","65","158899","0.0-1.0-0.32","j","true","40","true","response","false",""
"","null","html-keyboard-response","66","160400","0.0-1.0-1.32","null","","","","","","Wrong<br><br><b>Work faster!</b>"
"","1221","canvas-keyboard-response","67","162123","0.0-1.0-0.33","j","false","20","true","response","true",""
"","null","html-keyboard-response","68","163625","0.0-1.0-1.33","null","","","","","","Correct!"
"","1028","canvas-keyboard-response","69","165155","0.0-1.0-0.34","j","false","40","false","response","true",""
"","null","html-keyboard-response","70","166658","0.0-1.0-1.34","null","","","","","","Correct!"
"","636","canvas-keyboard-response","71","167796","0.0-1.0-0.35","f","true","20","false","response","true",""
"","null","html-keyboard-response","72","169299","0.0-1.0-1.35","null","","","","","","Correct!"
"","1572","canvas-keyboard-response","73","171372","0.0-1.0-0.36","j","false","30","true","response","true",""
"","null","html-keyboard-response","74","172873","0.0-1.0-1.36","null","","","","","","Correct!"
"","814","canvas-keyboard-response","75","174188","0.0-1.0-0.37","f","true","20","true","response","true",""
"","null","html-keyboard-response","76","175690","0.0-1.0-1.37","null","","","","","","Correct!"
"","845","canvas-keyboard-response","77","177036","0.0-1.0-0.38","j","false","20","false","response","true",""
"","null","html-keyboard-response","78","178539","0.0-1.0-1.38","null","","","","","","Correct!"
"","588","canvas-keyboard-response","79","179628","0.0-1.0-0.39","f","true","20","false","response","true",""
"","null","html-keyboard-response","80","181131","0.0-1.0-1.39","null","","","","","","Correct!"
"","645","canvas-keyboard-response","81","182277","0.0-1.0-0.40","f","true","10","false","response","true",""
"","null","html-keyboard-response","82","183780","0.0-1.0-1.40","null","","","","","","Correct!"
"","1148","canvas-keyboard-response","83","185429","0.0-1.0-0.41","j","false","20","true","response","true",""
"","null","html-keyboard-response","84","186932","0.0-1.0-1.41","null","","","","","","Correct!"
"","804","canvas-keyboard-response","85","188237","0.0-1.0-0.42","f","true","40","false","response","true",""
"","null","html-keyboard-response","86","189740","0.0-1.0-1.42","null","","","","","","Correct!"
"","893","canvas-keyboard-response","87","191133","0.0-1.0-0.43","j","false","20","false","response","true",""
"","null","html-keyboard-response","88","192635","0.0-1.0-1.43","null","","","","","","Correct!"
"","566","canvas-keyboard-response","89","193702","0.0-1.0-0.44","j","true","30","false","response","false",""
"","null","html-keyboard-response","90","195204","0.0-1.0-1.44","null","","","","","","Wrong"
"","669","canvas-keyboard-response","91","196374","0.0-1.0-0.45","f","true","10","true","response","true",""
"","null","html-keyboard-response","92","197877","0.0-1.0-1.45","null","","","","","","Correct!"
"","949","canvas-keyboard-response","93","199326","0.0-1.0-0.46","j","false","20","false","response","true",""
"","null","html-keyboard-response","94","200829","0.0-1.0-1.46","null","","","","","","Correct!"
"","1740","canvas-keyboard-response","95","203071","0.0-1.0-0.47","j","false","20","true","response","true",""
"","null","html-keyboard-response","96","204573","0.0-1.0-1.47","null","","","","","","Correct!"
"","1796","canvas-keyboard-response","97","206871","0.0-1.0-0.48","j","false","40","true","response","true",""
"","null","html-keyboard-response","98","208373","0.0-1.0-1.48","null","","","","","","Correct!"
"","1093","canvas-keyboard-response","99","209967","0.0-1.0-0.49","f","true","10","true","response","true",""
"","null","html-keyboard-response","100","211470","0.0-1.0-1.49","null","","","","","","Correct!"
"","1308","canvas-keyboard-response","101","213279","0.0-1.0-0.50","j","false","30","false","response","true",""
"","null","html-keyboard-response","102","214781","0.0-1.0-1.50","null","","","","","","Correct!"
"","614","canvas-keyboard-response","103","215896","0.0-1.0-0.51","f","true","20","false","response","true",""
"","null","html-keyboard-response","104","217398","0.0-1.0-1.51","null","","","","","","Correct!"
"","709","canvas-keyboard-response","105","218608","0.0-1.0-0.52","f","true","20","false","response","true",""
"","null","html-keyboard-response","106","220110","0.0-1.0-1.52","null","","","","","","Correct!"
"","2141","canvas-keyboard-response","107","222752","0.0-1.0-0.53","j","false","30","true","response","true",""
"","null","html-keyboard-response","108","224255","0.0-1.0-1.53","null","","","","","","Correct!<br><br><b>Work faster!</b>"
"","597","canvas-keyboard-response","109","225353","0.0-1.0-0.54","f","true","20","false","response","true",""
"","null","html-keyboard-response","110","226856","0.0-1.0-1.54","null","","","","","","Correct!"
"","1116","canvas-keyboard-response","111","228472","0.0-1.0-0.55","j","false","10","true","response","true",""
"","null","html-keyboard-response","112","229974","0.0-1.0-1.55","null","","","","","","Correct!"
"","1341","canvas-keyboard-response","113","231817","0.0-1.0-0.56","j","true","20","true","response","false",""
"","null","html-keyboard-response","114","233318","0.0-1.0-1.56","null","","","","","","Wrong"
"","693","canvas-keyboard-response","115","234513","0.0-1.0-0.57","j","false","10","false","response","true",""
"","null","html-keyboard-response","116","236015","0.0-1.0-1.57","null","","","","","","Correct!"
"","1197","canvas-keyboard-response","117","237713","0.0-1.0-0.58","j","true","30","true","response","false",""
"","null","html-keyboard-response","118","239215","0.0-1.0-1.58","null","","","","","","Wrong"
"","549","canvas-keyboard-response","119","240265","0.0-1.0-0.59","f","true","20","false","response","true",""
"","null","html-keyboard-response","120","241767","0.0-1.0-1.59","null","","","","","","Correct!"
"","1462","canvas-keyboard-response","121","243730","0.0-1.0-0.60","j","false","40","true","response","true",""
"","null","html-keyboard-response","122","245232","0.0-1.0-1.60","null","","","","","","Correct!"
"","629","canvas-keyboard-response","123","246362","0.0-1.0-0.61","j","false","10","true","response","true",""
"","null","html-keyboard-response","124","247864","0.0-1.0-1.61","null","","","","","","Correct!"
"","2390","canvas-keyboard-response","125","250754","0.0-1.0-0.62","f","true","40","true","response","true",""
"","null","html-keyboard-response","126","252257","0.0-1.0-1.62","null","","","","","","Correct!<br><br><b>Work faster!</b>"
"","1004","canvas-keyboard-response","127","253763","0.0-1.0-0.63","f","true","10","true","response","true",""
"","null","html-keyboard-response","128","255264","0.0-1.0-1.63","null","","","","","","Correct!"
"","597","canvas-keyboard-response","129","256363","0.0-1.0-0.64","f","true","20","false","response","true",""
"","null","html-keyboard-response","130","257865","0.0-1.0-1.64","null","","","","","","Correct!"
"","773","canvas-keyboard-response","131","259139","0.0-1.0-0.65","j","false","20","false","response","true",""
"","null","html-keyboard-response","132","260640","0.0-1.0-1.65","null","","","","","","Correct!"
"","2173","canvas-keyboard-response","133","263315","0.0-1.0-0.66","j","false","40","true","response","true",""
"","null","html-keyboard-response","134","264818","0.0-1.0-1.66","null","","","","","","Correct!<br><br><b>Work faster!</b>"
"","581","canvas-keyboard-response","135","265900","0.0-1.0-0.67","j","false","10","true","response","true",""
"","null","html-keyboard-response","136","267401","0.0-1.0-1.67","null","","","","","","Correct!"
"","622","canvas-keyboard-response","137","268524","0.0-1.0-0.68","j","false","20","false","response","true",""
"","null","html-keyboard-response","138","270026","0.0-1.0-1.68","null","","","","","","Correct!"
"","989","canvas-keyboard-response","139","271516","0.0-1.0-0.69","j","false","20","true","response","true",""
"","null","html-keyboard-response","140","273018","0.0-1.0-1.69","null","","","","","","Correct!"
"","581","canvas-keyboard-response","141","274100","0.0-1.0-0.70","f","true","20","false","response","true",""
"","null","html-keyboard-response","142","275602","0.0-1.0-1.70","null","","","","","","Correct!"
"","525","canvas-keyboard-response","143","276629","0.0-1.0-0.71","j","false","10","false","response","true",""
"","null","html-keyboard-response","144","278130","0.0-1.0-1.71","null","","","","","","Correct!"
"","894","canvas-keyboard-response","145","279525","0.0-1.0-0.72","j","false","10","false","response","true",""
"","null","html-keyboard-response","146","281027","0.0-1.0-1.72","null","","","","","","Correct!"
"","676","canvas-keyboard-response","147","282205","0.0-1.0-0.73","f","true","30","false","response","true",""
"","null","html-keyboard-response","148","283706","0.0-1.0-1.73","null","","","","","","Correct!"
"","742","canvas-keyboard-response","149","284949","0.0-1.0-0.74","j","false","10","false","response","true",""
"","null","html-keyboard-response","150","286451","0.0-1.0-1.74","null","","","","","","Correct!"
"","1885","canvas-keyboard-response","151","288837","0.0-1.0-0.75","j","false","40","true","response","true",""
"","null","html-keyboard-response","152","290340","0.0-1.0-1.75","null","","","","","","Correct!"
"","1244","canvas-keyboard-response","153","292086","0.0-1.0-0.76","j","false","30","true","response","true",""
"","null","html-keyboard-response","154","293587","0.0-1.0-1.76","null","","","","","","Correct!"
"","854","canvas-keyboard-response","155","294942","0.0-1.0-0.77","f","true","20","true","response","true",""
"","null","html-keyboard-response","156","296444","0.0-1.0-1.77","null","","","","","","Correct!"
"","1253","canvas-keyboard-response","157","298198","0.0-1.0-0.78","j","false","30","true","response","true",""
"","null","html-keyboard-response","158","299700","0.0-1.0-1.78","null","","","","","","Correct!"
"","589","canvas-keyboard-response","159","300790","0.0-1.0-0.79","f","true","30","false","response","true",""
"","null","html-keyboard-response","160","302293","0.0-1.0-1.79","null","","","","","","Correct!"
"","532","canvas-keyboard-response","161","303327","0.0-1.0-0.80","f","true","20","false","response","true",""
"","null","html-keyboard-response","162","304829","0.0-1.0-1.80","null","","","","","","Correct!"
"","525","canvas-keyboard-response","163","305855","0.0-1.0-0.81","f","true","30","false","response","true",""
"","null","html-keyboard-response","164","307356","0.0-1.0-1.81","null","","","","","","Correct!"
"","492","canvas-keyboard-response","165","308351","0.0-1.0-0.82","f","true","20","false","response","true",""
"","null","html-keyboard-response","166","309853","0.0-1.0-1.82","null","","","","","","Correct!"
"","925","canvas-keyboard-response","167","311279","0.0-1.0-0.83","f","true","30","true","response","true",""
"","null","html-keyboard-response","168","312780","0.0-1.0-1.83","null","","","","","","Correct!"
"","830","canvas-keyboard-response","169","314111","0.0-1.0-0.84","f","true","30","true","response","true",""
"","null","html-keyboard-response","170","315614","0.0-1.0-1.84","null","","","","","","Correct!"
"","732","canvas-keyboard-response","171","316848","0.0-1.0-0.85","j","false","20","false","response","true",""
"","null","html-keyboard-response","172","318349","0.0-1.0-1.85","null","","","","","","Correct!"
"","574","canvas-keyboard-response","173","319424","0.0-1.0-0.86","j","false","20","false","response","true",""
"","null","html-keyboard-response","174","320926","0.0-1.0-1.86","null","","","","","","Correct!"
"","1574","canvas-keyboard-response","175","323001","0.0-1.0-0.87","f","true","40","true","response","true",""
"","null","html-keyboard-response","176","324503","0.0-1.0-1.87","null","","","","","","Correct!"
"","924","canvas-keyboard-response","177","325929","0.0-1.0-0.88","f","true","20","true","response","true",""
"","null","html-keyboard-response","178","327430","0.0-1.0-1.88","null","","","","","","Correct!"
"","1038","canvas-keyboard-response","179","328969","0.0-1.0-0.89","j","false","30","true","response","true",""
"","null","html-keyboard-response","180","330470","0.0-1.0-1.89","null","","","","","","Correct!"
"","708","canvas-keyboard-response","181","331681","0.0-1.0-0.90","f","true","10","false","response","true",""
"","null","html-keyboard-response","182","333184","0.0-1.0-1.90","null","","","","","","Correct!"
"","628","canvas-keyboard-response","183","334313","0.0-1.0-0.91","f","true","10","false","response","true",""
"","null","html-keyboard-response","184","335815","0.0-1.0-1.91","null","","","","","","Correct!"
"","582","canvas-keyboard-response","185","336897","0.0-1.0-0.92","j","false","10","false","response","true",""
"","null","html-keyboard-response","186","338400","0.0-1.0-1.92","null","","","","","","Correct!"
"","716","canvas-keyboard-response","187","339618","0.0-1.0-0.93","j","false","30","false","response","true",""
"","null","html-keyboard-response","188","341120","0.0-1.0-1.93","null","","","","","","Correct!"
"","1477","canvas-keyboard-response","189","343098","0.0-1.0-0.94","j","false","40","true","response","true",""
"","null","html-keyboard-response","190","344600","0.0-1.0-1.94","null","","","","","","Correct!"
"","629","canvas-keyboard-response","191","345730","0.0-1.0-0.95","f","true","20","true","response","true",""
"","null","html-keyboard-response","192","347232","0.0-1.0-1.95","null","","","","","","Correct!"
"","837","canvas-keyboard-response","193","348571","0.0-1.0-0.96","f","true","40","false","response","true",""
"","null","html-keyboard-response","194","350072","0.0-1.0-1.96","null","","","","","","Correct!"
"","1118","canvas-keyboard-response","195","351691","0.0-1.0-0.97","f","true","10","true","response","true",""
"","null","html-keyboard-response","196","353192","0.0-1.0-1.97","null","","","","","","Correct!"
"","886","canvas-keyboard-response","197","354579","0.0-1.0-0.98","f","true","20","true","response","true",""
"","null","html-keyboard-response","198","356081","0.0-1.0-1.98","null","","","","","","Correct!"
"","596","canvas-keyboard-response","199","357179","0.0-1.0-0.99","f","true","40","false","response","true",""
"","null","html-keyboard-response","200","358682","0.0-1.0-1.99","null","","","","","","Correct!"
"","2285","canvas-keyboard-response","201","361468","0.0-1.0-0.100","j","true","40","true","response","false",""
"","null","html-keyboard-response","202","362970","0.0-1.0-1.100","null","","","","","","Wrong<br><br><b>Work faster!</b>"
"","1357","canvas-keyboard-response","203","364828","0.0-1.0-0.101","j","true","10","true","response","false",""
"","null","html-keyboard-response","204","366330","0.0-1.0-1.101","null","","","","","","Wrong"
"","1613","canvas-keyboard-response","205","368444","0.0-1.0-0.102","j","false","40","false","response","true",""
"","null","html-keyboard-response","206","369948","0.0-1.0-1.102","null","","","","","","Correct!"
"","723","canvas-keyboard-response","207","371172","0.0-1.0-0.103","f","true","30","false","response","true",""
"","null","html-keyboard-response","208","372675","0.0-1.0-1.103","null","","","","","","Correct!"
"","1749","canvas-keyboard-response","209","374925","0.0-1.0-0.104","j","false","40","true","response","true",""
"","null","html-keyboard-response","210","376427","0.0-1.0-1.104","null","","","","","","Correct!"
"","653","canvas-keyboard-response","211","377581","0.0-1.0-0.105","f","true","40","false","response","true",""
"","null","html-keyboard-response","212","379084","0.0-1.0-1.105","null","","","","","","Correct!"
"","676","canvas-keyboard-response","213","380261","0.0-1.0-0.106","f","true","10","false","response","true",""
"","null","html-keyboard-response","214","381764","0.0-1.0-1.106","null","","","","","","Correct!"
"","1157","canvas-keyboard-response","215","383421","0.0-1.0-0.107","f","true","20","false","response","true",""
"","null","html-keyboard-response","216","384924","0.0-1.0-1.107","null","","","","","","Correct!"
"","1204","canvas-keyboard-response","217","386630","0.0-1.0-0.108","f","true","40","true","response","true",""
"","null","html-keyboard-response","218","388131","0.0-1.0-1.108","null","","","","","","Correct!"
"","565","canvas-keyboard-response","219","389198","0.0-1.0-0.109","f","true","30","false","response","true",""
"","null","html-keyboard-response","220","390701","0.0-1.0-1.109","null","","","","","","Correct!"
"","724","canvas-keyboard-response","221","391926","0.0-1.0-0.110","j","false","10","false","response","true",""
"","null","html-keyboard-response","222","393428","0.0-1.0-1.110","null","","","","","","Correct!"
"","1085","canvas-keyboard-response","223","395015","0.0-1.0-0.111","j","false","10","true","response","true",""
"","null","html-keyboard-response","224","396518","0.0-1.0-1.111","null","","","","","","Correct!"
"","987","canvas-keyboard-response","225","398007","0.0-1.0-0.112","j","false","30","true","response","true",""
"","null","html-keyboard-response","226","399509","0.0-1.0-1.112","null","","","","","","Correct!"
"","917","canvas-keyboard-response","227","400927","0.0-1.0-0.113","f","true","10","true","response","true",""
"","null","html-keyboard-response","228","402429","0.0-1.0-1.113","null","","","","","","Correct!"
"","765","canvas-keyboard-response","229","403695","0.0-1.0-0.114","j","true","10","true","response","false",""
"","null","html-keyboard-response","230","405198","0.0-1.0-1.114","null","","","","","","Wrong"
"","580","canvas-keyboard-response","231","406280","0.0-1.0-0.115","j","true","40","false","response","false",""
"","null","html-keyboard-response","232","407781","0.0-1.0-1.115","null","","","","","","Wrong"
"","1085","canvas-keyboard-response","233","409368","0.0-1.0-0.116","j","false","40","false","response","true",""
"","null","html-keyboard-response","234","410869","0.0-1.0-1.116","null","","","","","","Correct!"
"","1470","canvas-keyboard-response","235","412841","0.0-1.0-0.117","f","true","10","true","response","true",""
"","null","html-keyboard-response","236","414343","0.0-1.0-1.117","null","","","","","","Correct!"
"","1172","canvas-keyboard-response","237","416017","0.0-1.0-0.118","j","false","20","true","response","true",""
"","null","html-keyboard-response","238","417518","0.0-1.0-1.118","null","","","","","","Correct!"
"","1557","canvas-keyboard-response","239","419577","0.0-1.0-0.119","f","true","30","true","response","true",""
"","null","html-keyboard-response","240","421078","0.0-1.0-1.119","null","","","","","","Correct!"
"","819","canvas-keyboard-response","241","422401","0.0-1.0-0.120","j","false","10","false","response","true",""
"","null","html-keyboard-response","242","423904","0.0-1.0-1.120","null","","","","","","Correct!"
"","724","canvas-keyboard-response","243","425129","0.0-1.0-0.121","f","true","10","false","response","true",""
"","null","html-keyboard-response","244","426632","0.0-1.0-1.121","null","","","","","","Correct!"
"","700","canvas-keyboard-response","245","427834","0.0-1.0-0.122","j","false","40","false","response","true",""
"","null","html-keyboard-response","246","429335","0.0-1.0-1.122","null","","","","","","Correct!"
