"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","response","present","setSize","conjuction","task","correct","stimulus"
"","585","canvas-keyboard-response","619","910168","0.0-1.0-0.309","f","true","30","false","response","true",""
"","null","html-keyboard-response","620","911670","0.0-1.0-1.309","null","","","","","","Correct!"
"","533","canvas-keyboard-response","621","912707","0.0-1.0-0.310","f","true","40","false","response","true",""
"","null","html-keyboard-response","622","914209","0.0-1.0-1.310","null","","","","","","Correct!"
"","774","canvas-keyboard-response","623","915487","0.0-1.0-0.311","f","true","10","false","response","true",""
"","null","html-keyboard-response","624","916989","0.0-1.0-1.311","null","","","","","","Correct!"
"","558","canvas-keyboard-response","625","918050","0.0-1.0-0.312","f","true","30","true","response","true",""
"","null","html-keyboard-response","626","919552","0.0-1.0-1.312","null","","","","","","Correct!"
"","439","canvas-keyboard-response","627","920494","0.0-1.0-0.313","f","true","30","false","response","true",""
"","null","html-keyboard-response","628","921996","0.0-1.0-1.313","null","","","","","","Correct!"
"","711","canvas-keyboard-response","629","923210","0.0-1.0-0.314","j","false","20","true","response","true",""
"","null","html-keyboard-response","630","924713","0.0-1.0-1.314","null","","","","","","Correct!"
"","980","canvas-keyboard-response","631","926196","0.0-1.0-0.315","j","false","30","true","response","true",""
"","null","html-keyboard-response","632","927699","0.0-1.0-1.315","null","","","","","","Correct!"
"","663","canvas-keyboard-response","633","928866","0.0-1.0-0.316","f","true","20","false","response","true",""
"","null","html-keyboard-response","634","930367","0.0-1.0-1.316","null","","","","","","Correct!"
"","747","canvas-keyboard-response","635","931619","0.0-1.0-0.317","j","false","40","false","response","true",""
"","null","html-keyboard-response","636","933120","0.0-1.0-1.317","null","","","","","","Correct!"
"","1087","canvas-keyboard-response","637","934713","0.0-1.0-0.318","j","false","40","true","response","true",""
"","null","html-keyboard-response","638","936216","0.0-1.0-1.318","null","","","","","","Correct!"
"","571","canvas-keyboard-response","639","937293","0.0-1.0-0.319","j","false","10","false","response","true",""
"","null","html-keyboard-response","640","938797","0.0-1.0-1.319","null","","","","","","Correct!"
"","35057","html-button-response","641","974369","0.0-2.0","0","","","","","","<p><b>Results</b></p>
          <p>In the table, you can see mean response times for different search conditions:</p>
          <table><tr><th>Search type</th><th>Set size</th><th>Mean RT present</th><th>Mean RT absent</th></tr><tr><td>Feature</td><td>10</td><td>692.15</td><td>699.65</td></tr><tr><td>Feature</td><td>20</td><td>632.45</td><td>884.3</td></tr><tr><td>Feature</td><td>30</td><td>663.4</td><td>1013.55</td></tr><tr><td>Feature</td><td>40</td><td>675.7</td><td>1013.65</td></tr><tr><td>Conjunction</td><td>10</td><td>773.4</td><td>793.25</td></tr><tr><td>Conjunction</td><td>20</td><td>802.15</td><td>893.5</td></tr><tr><td>Conjunction</td><td>30</td><td>941.6</td><td>1068.45</td></tr><tr><td>Conjunction</td><td>40</td><td>795.05</td><td>1029.6</td></tr></table>
          <p>Press any key to <b>save</b> the data and complete the experiment. Thank you!</p>"
